kab_kota,bulan,T_celsius,RH_persen,THI,LST_celsius,curah_hujan,NDVI,risk_category,clean_name,nama_wilayah,total_ternak,densitas_ternak,proporsi_sapi_perah,bulan_sin,bulan_cos,risk_pred,risk_proba_severe
Kota Cirebon,4,26.75,84.5,78.27,35.6,250.8,0.4839,1,cirebon,Kota Cirebon,1510,40.810810810810814,0.0066225165562913,0.8660254037844387,-0.4999999999999998,1,0.044905792016667515
Kota Sukabumi,4,23.83,89.06,73.88,32.81,529.9,0.5776,1,sukabumi,Kabupaten Sukabumi,780220,187.462758289284,0.0026915485375919,0.8660254037844387,-0.4999999999999998,1,0.010870045634263711
Kota Sukabumi,4,23.83,89.06,73.88,32.81,529.9,0.5776,1,sukabumi,Kota Sukabumi,3450,71.875,0.0144927536231884,0.8660254037844387,-0.4999999999999998,1,0.014664122024509733
Kuningan,4,25.15,88.24,76.03,29.2,332.6,0.7883,1,kuningan,Kabupaten Kuningan,388700,347.9856759176365,0.0077180344738873,0.8660254037844387,-0.4999999999999998,1,0.000673015873015873
Majalengka,4,25.38,87.85,76.36,29.95,306.2,0.684,1,majalengka,Kabupaten Majalengka,290500,241.27906976744185,0.0017211703958691,0.8660254037844387,-0.4999999999999998,1,0.0047178571428571426
Purwakarta,4,25.57,88.44,76.76,28.94,415.6,0.7214,1,purwakarta,Kabupaten Purwakarta,145250,176.06060606060606,0.0010327022375215,0.8660254037844387,-0.4999999999999998,1,0.00034285714285714285
Subang,4,26.26,87.46,77.81,30.1,311.9,0.6891,1,subang,Kabupaten Subang,206200,109.506107275624,0.0009699321047526,0.8660254037844387,-0.4999999999999998,1,0.004342857142857142
Sukabumi,4,24.73,89.21,75.42,27.59,439.8,0.795,1,sukabumi,Kabupaten Sukabumi,780220,187.462758289284,0.0026915485375919,0.8660254037844387,-0.4999999999999998,1,0.00034285714285714285
Sukabumi,4,24.73,89.21,75.42,27.59,439.8,0.795,1,sukabumi,Kota Sukabumi,3450,71.875,0.0144927536231884,0.8660254037844387,-0.4999999999999998,1,0.003222647818817449
Sumedang,4,24.44,89.19,74.92,27.97,366.3,0.7682,1,sumedang,Kabupaten Sumedang,286500,188.23915900131405,0.0069808027923211,0.8660254037844387,-0.4999999999999998,1,0.0006285714285714285
Kota Bekasi,4,27.23,86.11,79.26,36.59,233.9,0.3909,2,bekasi,Kabupaten Bekasi,62450,49.01883830455259,0.0008006405124099,0.8660254037844387,-0.4999999999999998,2,0.936599701039701
Kota Bekasi,4,27.23,86.11,79.26,36.59,233.9,0.3909,2,bekasi,Kota Bekasi,920,4.380952380952381,0.0217391304347826,0.8660254037844387,-0.4999999999999998,2,0.8676912942038725
Kota Depok,4,26.73,87.19,78.55,36.34,428.0,0.465,1,depok,Kota Depok,610,3.05,0.0163934426229508,0.8660254037844387,-0.4999999999999998,1,0.030706250694410308
Bandung,5,22.15,86.17,70.81,25.86,50.9,0.7194,0,bandung,Kabupaten Bandung,502000,283.9366515837104,0.0756972111553784,0.4999999999999999,-0.8660254037844387,0,0.0
Bandung,5,22.15,86.17,70.81,25.86,50.9,0.7194,0,bandung,Kota Bandung,2340,13.928571428571429,0.017094017094017,0.4999999999999999,-0.8660254037844387,0,0.0
Kota Cimahi,5,23.61,86.44,73.27,32.68,37.7,0.3529,1,cimahi,Kota Cimahi,1140,28.5,0.0263157894736842,0.4999999999999999,-0.8660254037844387,1,0.00958754300427944
Kota Tasikmalaya,5,23.86,88.94,73.93,27.68,72.6,0.658,1,tasikmalaya,Kabupaten Tasikmalaya,751600,283.5156544700113,0.0159659393294305,0.4999999999999999,-0.8660254037844387,1,0.002931739526963415
Kota Tasikmalaya,5,23.86,88.94,73.93,27.68,72.6,0.658,1,tasikmalaya,Kota Tasikmalaya,16620,90.32608695652172,0.0240673886883273,0.4999999999999999,-0.8660254037844387,1,0.003102780746280496
Tasikmalaya,5,24.14,88.1,74.31,25.91,65.7,0.8147,1,tasikmalaya,Kabupaten Tasikmalaya,751600,283.5156544700113,0.0159659393294305,0.4999999999999999,-0.8660254037844387,1,0.0002592657342657342
Tasikmalaya,5,24.14,88.1,74.31,25.91,65.7,0.8147,1,tasikmalaya,Kota Tasikmalaya,16620,90.32608695652172,0.0240673886883273,0.4999999999999999,-0.8660254037844387,1,0.0002592657342657342
Ciamis,5,24.86,87.78,75.5,26.73,69.1,0.7921,1,ciamis,Kabupaten Ciamis,546900,381.6468946266573,0.0073139513622234,0.4999999999999999,-0.8660254037844387,1,0.0003422320573088864
Kota Banjar,5,25.75,88.03,77.01,28.86,63.8,0.6825,1,banjar,Kota Banjar,10610,93.0701754385965,0.0188501413760603,0.4999999999999999,-0.8660254037844387,1,0.005040280746280494
Bekasi,5,27.71,81.55,79.45,32.12,53.1,0.5431,2,bekasi,Kabupaten Bekasi,62450,49.01883830455259,0.0008006405124099,0.4999999999999999,-0.8660254037844387,2,0.9551549367625838
Bekasi,5,27.71,81.55,79.45,32.12,53.1,0.5431,2,bekasi,Kota Bekasi,920,4.380952380952381,0.0217391304347826,0.4999999999999999,-0.8660254037844387,2,0.8792979088018135
Bogor,5,25.15,84.68,75.65,28.5,144.4,0.7337,1,bogor,Kabupaten Bogor,938360,313.30884808013354,0.0089517882262671,0.4999999999999999,-0.8660254037844387,1,0.0009210252412491291
Bogor,5,25.15,84.68,75.65,28.5,144.4,0.7337,1,bogor,Kota Bogor,4600,38.983050847457626,0.0217391304347826,0.4999999999999999,-0.8660254037844387,1,0.0030549920571614378
Cianjur,5,24.05,87.05,74.06,26.89,74.6,0.783,1,cianjur,Kabupaten Cianjur,611500,175.7183908045977,0.008176614881439,0.4999999999999999,-0.8660254037844387,1,0.0007993749144517435
Cirebon,5,27.5,78.27,78.7,30.47,65.5,0.6353,1,cirebon,Kabupaten Cirebon,239100,242.9878048780488,0.0020911752404851,0.4999999999999999,-0.8660254037844387,1,0.010969307110767332
Cirebon,5,27.5,78.27,78.7,30.47,65.5,0.6353,1,cirebon,Kota Cirebon,1510,40.810810810810814,0.0066225165562913,0.4999999999999999,-0.8660254037844387,1,0.013158645587539108
Garut,5,22.66,86.74,71.72,25.41,62.7,0.7966,0,garut,Kabupaten Garut,1371800,447.5693311582382,0.0182242309374544,0.4999999999999999,-0.8660254037844387,0,0.0
Indramayu,5,28.04,75.38,79.16,31.11,63.8,0.5867,2,indramayu,Kabupaten Indramayu,175600,83.65888518342068,0.0005694760820045,0.4999999999999999,-0.8660254037844387,2,0.8797453386482798
Karawang,5,27.75,80.98,79.45,30.55,53.3,0.6243,2,karawang,Kabupaten Karawang,107600,65.13317191283294,0.0009293680297397,0.4999999999999999,-0.8660254037844387,2,0.9258340421016891
Kota Bandung,5,23.39,85.74,72.84,32.48,37.3,0.3728,1,bandung,Kabupaten Bandung,502000,283.9366515837104,0.0756972111553784,0.4999999999999999,-0.8660254037844387,1,0.005357563025210083
Kota Bandung,5,23.39,85.74,72.84,32.48,37.3,0.3728,1,bandung,Kota Bandung,2340,13.928571428571429,0.017094017094017,0.4999999999999999,-0.8660254037844387,1,0.024906767739427096
Kota Bogor,5,25.68,85.05,76.57,32.5,170.6,0.5239,1,bogor,Kabupaten Bogor,938360,313.30884808013354,0.0089517882262671,0.4999999999999999,-0.8660254037844387,1,0.006671880259521258
Kota Bogor,5,25.68,85.05,76.57,32.5,170.6,0.5239,1,bogor,Kota Bogor,4600,38.983050847457626,0.0217391304347826,0.4999999999999999,-0.8660254037844387,1,0.008131384681458976
Kota Cirebon,5,26.9,78.49,77.76,32.65,60.2,0.4855,1,cirebon,Kabupaten Cirebon,239100,242.9878048780488,0.0020911752404851,0.4999999999999999,-0.8660254037844387,1,0.013941496993362132
Kota Cirebon,5,26.9,78.49,77.76,32.65,60.2,0.4855,1,cirebon,Kota Cirebon,1510,40.810810810810814,0.0066225165562913,0.4999999999999999,-0.8660254037844387,1,0.024504879481677913
Kota Sukabumi,5,23.89,86.66,73.76,30.55,110.4,0.5574,1,sukabumi,Kabupaten Sukabumi,780220,187.462758289284,0.0026915485375919,0.4999999999999999,-0.8660254037844387,1,0.001892546352499724
Kota Sukabumi,5,23.89,86.66,73.76,30.55,110.4,0.5574,1,sukabumi,Kota Sukabumi,3450,71.875,0.0144927536231884,0.4999999999999999,-0.8660254037844387,1,0.00616193746633633
Kuningan,5,24.95,84.04,75.25,26.8,87.1,0.7751,1,kuningan,Kabupaten Kuningan,388700,347.9856759176365,0.0077180344738873,0.4999999999999999,-0.8660254037844387,1,0.0003422320573088864
Majalengka,5,25.49,81.16,75.82,29.04,52.7,0.6766,1,majalengka,Kabupaten Majalengka,290500,241.27906976744185,0.0017211703958691,0.4999999999999999,-0.8660254037844387,1,0.014889879339033248
Purwakarta,5,25.93,83.22,76.77,28.91,62.5,0.7203,1,purwakarta,Kabupaten Purwakarta,145250,176.06060606060606,0.0010327022375215,0.4999999999999999,-0.8660254037844387,1,0.005030829565277591
Subang,5,26.74,79.92,77.69,30.26,55.6,0.6486,1,subang,Kabupaten Subang,206200,109.506107275624,0.0009699321047526,0.4999999999999999,-0.8660254037844387,1,0.021332950901617007
Sukabumi,5,24.73,87.13,75.21,26.93,106.6,0.7906,1,sukabumi,Kabupaten Sukabumi,780220,187.462758289284,0.0026915485375919,0.4999999999999999,-0.8660254037844387,1,0.0007304093972103642
Sukabumi,5,24.73,87.13,75.21,26.93,106.6,0.7906,1,sukabumi,Kota Sukabumi,3450,71.875,0.0144927536231884,0.4999999999999999,-0.8660254037844387,1,0.0030664671777136374
Sumedang,5,24.63,82.71,74.59,27.81,57.8,0.763,1,sumedang,Kabupaten Sumedang,286500,188.23915900131405,0.0069808027923211,0.4999999999999999,-0.8660254037844387,1,0.000670383317813088
Kota Bekasi,5,27.6,81.22,79.23,35.38,53.8,0.3826,2,bekasi,Kabupaten Bekasi,62450,49.01883830455259,0.0008006405124099,0.4999999999999999,-0.8660254037844387,2,0.952464834054834
Kota Bekasi,5,27.6,81.22,79.23,35.38,53.8,0.3826,2,bekasi,Kota Bekasi,920,4.380952380952381,0.0217391304347826,0.4999999999999999,-0.8660254037844387,2,0.899814921024051
Kota Depok,5,27.02,82.74,78.49,34.69,90.1,0.4725,1,depok,Kota Depok,610,3.05,0.0163934426229508,0.4999999999999999,-0.8660254037844387,1,0.012049380228462771
Bandung,6,21.49,85.45,69.67,24.62,83.5,0.7248,0,bandung,Kabupaten Bandung,502000,283.9366515837104,0.0756972111553784,1.2246467991473532e-16,-1.0,0,0.0
Bandung,6,21.49,85.45,69.67,24.62,83.5,0.7248,0,bandung,Kota Bandung,2340,13.928571428571429,0.017094017094017,1.2246467991473532e-16,-1.0,0,0.0
Kota Cimahi,6,22.97,85.32,72.11,31.07,50.3,0.3492,1,cimahi,Kota Cimahi,1140,28.5,0.0263157894736842,1.2246467991473532e-16,-1.0,1,0.02212038076865663
Kota Tasikmalaya,6,23.54,89.47,73.43,25.67,102.5,0.6591,1,tasikmalaya,Kabupaten Tasikmalaya,751600,283.5156544700113,0.0159659393294305,1.2246467991473532e-16,-1.0,1,0.00013426573426573426
Kota Tasikmalaya,6,23.54,89.47,73.43,25.67,102.5,0.6591,1,tasikmalaya,Kota Tasikmalaya,16620,90.32608695652172,0.0240673886883273,1.2246467991473532e-16,-1.0,1,0.00013426573426573426
Tasikmalaya,6,23.79,88.63,73.78,24.4,116.2,0.8086,1,tasikmalaya,Kabupaten Tasikmalaya,751600,283.5156544700113,0.0159659393294305,1.2246467991473532e-16,-1.0,1,7.272727272727273e-05
Tasikmalaya,6,23.79,88.63,73.78,24.4,116.2,0.8086,1,tasikmalaya,Kota Tasikmalaya,16620,90.32608695652172,0.0240673886883273,1.2246467991473532e-16,-1.0,1,7.272727272727273e-05
Ciamis,6,24.61,87.39,75.03,25.95,109.8,0.7667,1,ciamis,Kabupaten Ciamis,546900,381.6468946266573,0.0073139513622234,1.2246467991473532e-16,-1.0,1,0.00013426573426573426
Kota Banjar,6,25.51,87.33,76.54,28.01,71.2,0.6656,1,banjar,Kota Banjar,10610,93.0701754385965,0.0188501413760603,1.2246467991473532e-16,-1.0,1,0.0007492093177090676
Bekasi,6,26.83,82.98,78.2,31.74,84.3,0.5237,1,bekasi,Kabupaten Bekasi,62450,49.01883830455259,0.0008006405124099,1.2246467991473532e-16,-1.0,1,0.016809765267412326
Bekasi,6,26.83,82.98,78.2,31.74,84.3,0.5237,1,bekasi,Kota Bekasi,920,4.380952380952381,0.0217391304347826,1.2246467991473532e-16,-1.0,1,0.021956119368190495
Bogor,6,24.41,84.82,74.44,27.68,174.7,0.7359,1,bogor,Kabupaten Bogor,938360,313.30884808013354,0.0089517882262671,1.2246467991473532e-16,-1.0,1,0.0005781680983919863
Bogor,6,24.41,84.82,74.44,27.68,174.7,0.7359,1,bogor,Kota Bogor,4600,38.983050847457626,0.0217391304347826,1.2246467991473532e-16,-1.0,1,0.0010422648732646232
Cianjur,6,23.44,86.72,73.01,25.57,181.3,0.7949,1,cianjur,Kabupaten Cianjur,611500,175.7183908045977,0.008176614881439,1.2246467991473532e-16,-1.0,1,0.00013426573426573426
Cirebon,6,27.02,78.54,77.96,30.06,84.2,0.5747,1,cirebon,Kabupaten Cirebon,239100,242.9878048780488,0.0020911752404851,1.2246467991473532e-16,-1.0,1,0.0004869907969441685
Cirebon,6,27.02,78.54,77.96,30.06,84.2,0.5747,1,cirebon,Kota Cirebon,1510,40.810810810810814,0.0066225165562913,1.2246467991473532e-16,-1.0,1,0.0006314592326762712
Garut,6,22.2,86.77,70.94,24.26,122.4,0.8028,0,garut,Kabupaten Garut,1371800,447.5693311582382,0.0182242309374544,1.2246467991473532e-16,-1.0,0,0.0
Indramayu,6,27.44,76.02,78.3,30.79,66.0,0.4668,1,indramayu,Kabupaten Indramayu,175600,83.65888518342068,0.0005694760820045,1.2246467991473532e-16,-1.0,1,0.027387348027789204
Karawang,6,26.81,82.98,78.17,30.03,78.6,0.6025,1,karawang,Kabupaten Karawang,107600,65.13317191283294,0.0009293680297397,1.2246467991473532e-16,-1.0,1,0.015729757752211124
Kota Bandung,6,22.8,83.97,71.71,31.13,60.7,0.3684,0,bandung,Kabupaten Bandung,502000,283.9366515837104,0.0756972111553784,1.2246467991473532e-16,-1.0,0,0.0
Kota Bandung,6,22.8,83.97,71.71,31.13,60.7,0.3684,0,bandung,Kota Bandung,2340,13.928571428571429,0.017094017094017,1.2246467991473532e-16,-1.0,0,0.00420999115826702
Kota Bogor,6,25.0,84.57,75.39,31.65,208.2,0.5081,1,bogor,Kabupaten Bogor,938360,313.30884808013354,0.0089517882262671,1.2246467991473532e-16,-1.0,1,0.0005265445494796654
Kota Bogor,6,25.0,84.57,75.39,31.65,208.2,0.5081,1,bogor,Kota Bogor,4600,38.983050847457626,0.0217391304347826,1.2246467991473532e-16,-1.0,1,0.00533291774711653
Kota Cirebon,6,26.47,78.37,77.07,30.84,96.8,0.495,1,cirebon,Kabupaten Cirebon,239100,242.9878048780488,0.0020911752404851,1.2246467991473532e-16,-1.0,1,0.0005941336540870256
Kota Cirebon,6,26.47,78.37,77.07,30.84,96.8,0.495,1,cirebon,Kota Cirebon,1510,40.810810810810814,0.0066225165562913,1.2246467991473532e-16,-1.0,1,0.0007386020898191283
Kota Sukabumi,6,23.26,85.49,72.6,28.77,182.1,0.5769,1,sukabumi,Kabupaten Sukabumi,780220,187.462758289284,0.0026915485375919,1.2246467991473532e-16,-1.0,1,0.00024254635249972408
Kota Sukabumi,6,23.26,85.49,72.6,28.77,182.1,0.5769,1,sukabumi,Kota Sukabumi,3450,71.875,0.0144927536231884,1.2246467991473532e-16,-1.0,1,0.0006670674252966588
Kuningan,6,24.66,82.83,74.65,25.86,100.1,0.7831,1,kuningan,Kabupaten Kuningan,388700,347.9856759176365,0.0077180344738873,1.2246467991473532e-16,-1.0,1,0.00013426573426573426
Majalengka,6,25.06,80.95,75.11,27.73,75.3,0.6987,1,majalengka,Kabupaten Majalengka,290500,241.27906976744185,0.0017211703958691,1.2246467991473532e-16,-1.0,1,0.0004647581367061625
Purwakarta,6,25.06,84.37,75.46,27.39,112.4,0.7276,1,purwakarta,Kabupaten Purwakarta,145250,176.06060606060606,0.0010327022375215,1.2246467991473532e-16,-1.0,1,0.0004500522543532213
Subang,6,25.89,81.35,76.49,29.12,59.2,0.6132,1,subang,Kabupaten Subang,206200,109.506107275624,0.0009699321047526,1.2246467991473532e-16,-1.0,1,0.004482950901617004
Sukabumi,6,24.18,86.49,74.23,25.94,224.5,0.7892,1,sukabumi,Kabupaten Sukabumi,780220,187.462758289284,0.0026915485375919,1.2246467991473532e-16,-1.0,1,0.00013426573426573426
Sukabumi,6,24.18,86.49,74.23,25.94,224.5,0.7892,1,sukabumi,Kota Sukabumi,3450,71.875,0.0144927536231884,1.2246467991473532e-16,-1.0,1,0.00013426573426573426
Sumedang,6,24.15,81.62,73.7,26.28,67.6,0.7757,1,sumedang,Kabupaten Sumedang,286500,188.23915900131405,0.0069808027923211,1.2246467991473532e-16,-1.0,1,0.00013426573426573426
Kota Bekasi,6,26.74,82.63,78.01,34.73,81.7,0.38,1,bekasi,Kabupaten Bekasi,62450,49.01883830455259,0.0008006405124099,1.2246467991473532e-16,-1.0,1,0.01344373352138058
Kota Bekasi,6,26.74,82.63,78.01,34.73,81.7,0.38,1,bekasi,Kota Bekasi,920,4.380952380952381,0.0217391304347826,1.2246467991473532e-16,-1.0,1,0.017757620089691218
Kota Depok,6,26.18,83.75,77.24,33.04,138.1,0.4702,1,depok,Kota Depok,610,3.05,0.0163934426229508,1.2246467991473532e-16,-1.0,1,0.0031282649620602235
Bandung,7,20.93,81.75,68.5,24.6,121.9,0.7145,0,bandung,Kabupaten Bandung,502000,283.9366515837104,0.0756972111553784,-0.4999999999999997,-0.8660254037844388,0,0.0
Bandung,7,20.93,81.75,68.5,24.6,121.9,0.7145,0,bandung,Kota Bandung,2340,13.928571428571429,0.017094017094017,-0.4999999999999997,-0.8660254037844388,0,0.0
Kota Cimahi,7,22.57,81.55,71.15,30.92,95.1,0.3438,0,cimahi,Kota Cimahi,1140,28.5,0.0263157894736842,-0.4999999999999997,-0.8660254037844388,0,0.0027431072669645245
Kota Tasikmalaya,7,22.24,88.42,71.14,26.12,128.8,0.6814,0,tasikmalaya,Kabupaten Tasikmalaya,751600,283.5156544700113,0.0159659393294305,-0.4999999999999997,-0.8660254037844388,0,2.272727272727273e-05
Kota Tasikmalaya,7,22.24,88.42,71.14,26.12,128.8,0.6814,0,tasikmalaya,Kota Tasikmalaya,16620,90.32608695652172,0.0240673886883273,-0.4999999999999997,-0.8660254037844388,0,2.272727272727273e-05
Tasikmalaya,7,22.63,87.05,71.69,24.78,130.4,0.8112,0,tasikmalaya,Kabupaten Tasikmalaya,751600,283.5156544700113,0.0159659393294305,-0.4999999999999997,-0.8660254037844388,0,2.272727272727273e-05
Tasikmalaya,7,22.63,87.05,71.69,24.78,130.4,0.8112,0,tasikmalaya,Kota Tasikmalaya,16620,90.32608695652172,0.0240673886883273,-0.4999999999999997,-0.8660254037844388,0,2.272727272727273e-05
Ciamis,7,23.53,84.85,72.99,25.27,120.5,0.7895,1,ciamis,Kabupaten Ciamis,546900,381.6468946266573,0.0073139513622234,-0.4999999999999997,-0.8660254037844388,1,0.00013426573426573426
Kota Banjar,7,24.44,84.6,74.47,26.99,98.9,0.7218,1,banjar,Kota Banjar,10610,93.0701754385965,0.0188501413760603,-0.4999999999999997,-0.8660254037844388,1,0.00045651777159460064
Bekasi,7,26.25,79.5,76.85,31.28,94.5,0.4936,1,bekasi,Kabupaten Bekasi,62450,49.01883830455259,0.0008006405124099,-0.4999999999999997,-0.8660254037844388,1,0.005794704063226635
Bekasi,7,26.25,79.5,76.85,31.28,94.5,0.4936,1,bekasi,Kota Bekasi,920,4.380952380952381,0.0217391304347826,-0.4999999999999997,-0.8660254037844388,1,0.008746236986017165
Bogor,7,23.97,81.21,73.38,27.6,150.4,0.73,1,bogor,Kabupaten Bogor,938360,313.30884808013354,0.0089517882262671,-0.4999999999999997,-0.8660254037844388,1,0.0005190177715946006
Bogor,7,23.97,81.21,73.38,27.6,150.4,0.73,1,bogor,Kota Bogor,4600,38.983050847457626,0.0217391304347826,-0.4999999999999997,-0.8660254037844388,1,0.0011183674073014938
Cianjur,7,22.71,84.1,71.58,25.23,159.5,0.7885,0,cianjur,Kabupaten Cianjur,611500,175.7183908045977,0.008176614881439,-0.4999999999999997,-0.8660254037844388,0,2.272727272727273e-05
Cirebon,7,26.62,71.05,76.43,29.67,72.0,0.5497,1,cirebon,Kabupaten Cirebon,239100,242.9878048780488,0.0020911752404851,-0.4999999999999997,-0.8660254037844388,1,0.0004425463524997241
Cirebon,7,26.62,71.05,76.43,29.67,72.0,0.5497,1,cirebon,Kota Cirebon,1510,40.810810810810814,0.0066225165562913,-0.4999999999999997,-0.8660254037844388,1,0.0008175057443041781
Garut,7,21.22,84.53,69.16,24.34,118.9,0.7996,0,garut,Kabupaten Garut,1371800,447.5693311582382,0.0182242309374544,-0.4999999999999997,-0.8660254037844388,0,0.0
Indramayu,7,27.21,67.21,76.84,29.18,89.5,0.4595,1,indramayu,Kabupaten Indramayu,175600,83.65888518342068,0.0005694760820045,-0.4999999999999997,-0.8660254037844388,1,0.015337348027789202
Karawang,7,26.24,79.16,76.8,29.76,93.3,0.5517,1,karawang,Kabupaten Karawang,107600,65.13317191283294,0.0009293680297397,-0.4999999999999997,-0.8660254037844388,1,0.01189307699111176
Kota Bandung,7,22.48,78.48,70.75,30.81,94.1,0.3621,0,bandung,Kabupaten Bandung,502000,283.9366515837104,0.0756972111553784,-0.4999999999999997,-0.8660254037844388,0,0.000336996336996337
Kota Bandung,7,22.48,78.48,70.75,30.81,94.1,0.3621,0,bandung,Kota Bandung,2340,13.928571428571429,0.017094017094017,-0.4999999999999997,-0.8660254037844388,0,0.0008062940801513375
Kota Bogor,7,24.69,80.94,74.51,31.92,198.4,0.5039,1,bogor,Kabupaten Bogor,938360,313.30884808013354,0.0089517882262671,-0.4999999999999997,-0.8660254037844388,1,0.0029821001050352215
Kota Bogor,7,24.69,80.94,74.51,31.92,198.4,0.5039,1,bogor,Kota Bogor,4600,38.983050847457626,0.0217391304347826,-0.4999999999999997,-0.8660254037844388,1,0.0017142023539825323
Kota Cirebon,7,26.03,71.17,75.55,31.93,77.0,0.4713,1,cirebon,Kabupaten Cirebon,239100,242.9878048780488,0.0020911752404851,-0.4999999999999997,-0.8660254037844388,1,0.0037475501722094265
Kota Cirebon,7,26.03,71.17,75.55,31.93,77.0,0.4713,1,cirebon,Kota Cirebon,1510,40.810810810810814,0.0066225165562913,-0.4999999999999997,-0.8660254037844388,1,0.005299998741503058
Kota Sukabumi,7,22.7,82.56,71.43,28.85,128.3,0.5956,0,sukabumi,Kabupaten Sukabumi,780220,187.462758289284,0.0026915485375919,-0.4999999999999997,-0.8660254037844388,0,0.00023893396088198667
Kota Sukabumi,7,22.7,82.56,71.43,28.85,128.3,0.5956,0,sukabumi,Kota Sukabumi,3450,71.875,0.0144927536231884,-0.4999999999999997,-0.8660254037844388,0,0.0006272793230846062
Kuningan,7,24.06,76.22,73.04,25.93,77.7,0.7803,1,kuningan,Kabupaten Kuningan,388700,347.9856759176365,0.0077180344738873,-0.4999999999999997,-0.8660254037844388,1,0.00013426573426573426
Majalengka,7,24.68,73.14,73.71,27.87,84.5,0.6813,1,majalengka,Kabupaten Majalengka,290500,241.27906976744185,0.0017211703958691,-0.4999999999999997,-0.8660254037844388,1,0.0004647581367061625
Purwakarta,7,24.58,80.39,74.27,27.25,141.0,0.7281,1,purwakarta,Kabupaten Purwakarta,145250,176.06060606060606,0.0010327022375215,-0.4999999999999997,-0.8660254037844388,1,0.0003875522543532213
Subang,7,25.56,75.01,75.26,28.51,101.4,0.6257,1,subang,Kabupaten Subang,206200,109.506107275624,0.0009699321047526,-0.4999999999999997,-0.8660254037844388,1,0.0023748626663228868
Sukabumi,7,23.45,84.35,72.82,25.74,132.6,0.7841,1,sukabumi,Kabupaten Sukabumi,780220,187.462758289284,0.0026915485375919,-0.4999999999999997,-0.8660254037844388,1,0.00013426573426573426
Sukabumi,7,23.45,84.35,72.82,25.74,132.6,0.7841,1,sukabumi,Kota Sukabumi,3450,71.875,0.0144927536231884,-0.4999999999999997,-0.8660254037844388,1,0.00013426573426573426
Sumedang,7,23.9,73.27,72.52,26.58,104.9,0.766,1,sumedang,Kabupaten Sumedang,286500,188.23915900131405,0.0069808027923211,-0.4999999999999997,-0.8660254037844388,1,0.00013426573426573426
Kota Bekasi,7,26.18,79.1,76.69,34.33,89.4,0.3687,1,bekasi,Kabupaten Bekasi,62450,49.01883830455259,0.0008006405124099,-0.4999999999999997,-0.8660254037844388,1,0.011488241571470027
Kota Bekasi,7,26.18,79.1,76.69,34.33,89.4,0.3687,1,bekasi,Kota Bekasi,920,4.380952380952381,0.0217391304347826,-0.4999999999999997,-0.8660254037844388,1,0.013562734200386718
Kota Depok,7,25.78,79.69,76.13,33.25,133.0,0.451,1,depok,Kota Depok,610,3.05,0.0163934426229508,-0.4999999999999997,-0.8660254037844388,1,0.0025272984866751428
Bandung,8,21.67,74.83,69.2,26.28,61.1,0.6824,0,bandung,Kabupaten Bandung,502000,283.9366515837104,0.0756972111553784,-0.8660254037844385,-0.5000000000000004,0,0.0
Bandung,8,21.67,74.83,69.2,26.28,61.1,0.6824,0,bandung,Kota Bandung,2340,13.928571428571429,0.017094017094017,-0.8660254037844385,-0.5000000000000004,0,0.002
Kota Cimahi,8,23.41,75.44,71.96,32.63,37.8,0.3206,0,cimahi,Kota Cimahi,1140,28.5,0.0263157894736842,-0.8660254037844385,-0.5000000000000004,0,0.004891476339752202
Kota Tasikmalaya,8,21.82,86.17,70.27,25.87,32.8,0.689,0,tasikmalaya,Kabupaten Tasikmalaya,751600,283.5156544700113,0.0159659393294305,-0.8660254037844385,-0.5000000000000004,0,2.272727272727273e-05
Kota Tasikmalaya,8,21.82,86.17,70.27,25.87,32.8,0.689,0,tasikmalaya,Kota Tasikmalaya,16620,90.32608695652172,0.0240673886883273,-0.8660254037844385,-0.5000000000000004,0,2.272727272727273e-05
Tasikmalaya,8,22.26,85.46,70.94,24.12,37.7,0.8003,0,tasikmalaya,Kabupaten Tasikmalaya,751600,283.5156544700113,0.0159659393294305,-0.8660254037844385,-0.5000000000000004,0,0.0
Tasikmalaya,8,22.26,85.46,70.94,24.12,37.7,0.8003,0,tasikmalaya,Kota Tasikmalaya,16620,90.32608695652172,0.0240673886883273,-0.8660254037844385,-0.5000000000000004,0,0.0
Ciamis,8,23.01,84.54,72.11,24.69,39.5,0.7937,1,ciamis,Kabupaten Ciamis,546900,381.6468946266573,0.0073139513622234,-0.8660254037844385,-0.5000000000000004,1,2.272727272727273e-05
Kota Banjar,8,23.88,83.32,73.43,26.99,42.1,0.7372,1,banjar,Kota Banjar,10610,93.0701754385965,0.0188501413760603,-0.8660254037844385,-0.5000000000000004,1,0.0005089741387568501
Bekasi,8,27.25,74.18,77.78,32.56,31.8,0.4751,1,bekasi,Kabupaten Bekasi,62450,49.01883830455259,0.0008006405124099,-0.8660254037844385,-0.5000000000000004,1,0.03072153127917833
Bekasi,8,27.25,74.18,77.78,32.56,31.8,0.4751,1,bekasi,Kota Bekasi,920,4.380952380952381,0.0217391304347826,-0.8660254037844385,-0.5000000000000004,1,0.05054744137951249
Bogor,8,24.94,75.19,74.31,28.74,115.0,0.701,1,bogor,Kabupaten Bogor,938360,313.30884808013354,0.0089517882262671,-0.8660254037844385,-0.5000000000000004,1,0.001260996381220269
Bogor,8,24.94,75.19,74.31,28.74,115.0,0.701,1,bogor,Kota Bogor,4600,38.983050847457626,0.0217391304347826,-0.8660254037844385,-0.5000000000000004,1,0.003955584112165257
