kab_kota,bulan,T_celsius,RH_persen,THI,LST_celsius,curah_hujan,NDVI,risk_category,clean_name,nama_wilayah,total_ternak,densitas_ternak,proporsi_sapi_perah,bulan_sin,bulan_cos
Cirebon,2,26.64,86.81,78.37,30.95,260.0,0.584,1,cirebon,Kota Cirebon,1510,40.810810810810814,0.006622516556291391,0.8660254037844386,0.5000000000000001
Garut,2,22.63,89.19,71.87,26.2,251.6,0.784,0,garut,Kabupaten Garut,1371800,447.5693311582382,0.018224230937454438,0.8660254037844386,0.5000000000000001
Indramayu,2,26.84,86.82,78.69,30.24,192.4,0.5076,1,indramayu,Kabupaten Indramayu,175600,83.65888518342068,0.0005694760820045558,0.8660254037844386,0.5000000000000001
Karawang,2,26.71,86.7,78.47,29.6,220.3,0.4754,1,karawang,Kabupaten Karawang,107600,65.13317191283294,0.0009293680297397769,0.8660254037844386,0.5000000000000001
Kota Bandung,2,22.69,90.24,72.05,35.19,185.9,0.3672,1,bandung,Kabupaten Bandung,502000,283.9366515837104,0.07569721115537849,0.8660254037844386,0.5000000000000001
Kota Bandung,2,22.69,90.24,72.05,35.19,185.9,0.3672,1,bandung,Kota Bandung,2340,13.928571428571429,0.017094017094017096,0.8660254037844386,0.5000000000000001
Kota Bogor,2,24.89,88.03,75.57,35.02,361.4,0.4951,1,bogor,Kabupaten Bogor,938360,313.30884808013354,0.008951788226267104,0.8660254037844386,0.5000000000000001
Kota Bogor,2,24.89,88.03,75.57,35.02,361.4,0.4951,1,bogor,Kota Bogor,4600,38.983050847457626,0.021739130434782608,0.8660254037844386,0.5000000000000001
Kota Cirebon,2,26.1,86.85,77.47,31.0,265.7,0.4635,1,cirebon,Kabupaten Cirebon,239100,242.9878048780488,0.002091175240485153,0.8660254037844386,0.5000000000000001
Kota Cirebon,2,26.1,86.85,77.47,31.0,265.7,0.4635,1,cirebon,Kota Cirebon,1510,40.810810810810814,0.006622516556291391,0.8660254037844386,0.5000000000000001
Kota Sukabumi,2,23.33,88.91,73.02,32.14,301.9,0.5771,1,sukabumi,Kabupaten Sukabumi,780220,187.462758289284,0.002691548537591961,0.8660254037844386,0.5000000000000001
Kota Sukabumi,2,23.33,88.91,73.02,32.14,301.9,0.5771,1,sukabumi,Kota Sukabumi,3450,71.875,0.014492753623188406,0.8660254037844386,0.5000000000000001
Kuningan,2,24.77,89.31,75.5,28.32,354.9,0.761,1,kuningan,Kabupaten Kuningan,388700,347.9856759176365,0.007718034473887317,0.8660254037844386,0.5000000000000001
Majalengka,2,24.74,89.92,75.51,28.44,305.9,0.7526,1,majalengka,Kabupaten Majalengka,290500,241.27906976744185,0.0017211703958691911,0.8660254037844386,0.5000000000000001
Purwakarta,2,25.05,88.84,75.92,27.87,294.6,0.6861,1,purwakarta,Kabupaten Purwakarta,145250,176.06060606060606,0.0010327022375215145,0.8660254037844386,0.5000000000000001
Subang,2,25.67,88.17,76.89,29.28,249.2,0.6473,1,subang,Kabupaten Subang,206200,109.506107275624,0.0009699321047526673,0.8660254037844386,0.5000000000000001
Sukabumi,2,24.34,88.45,74.69,27.8,260.9,0.7571,1,sukabumi,Kabupaten Sukabumi,780220,187.462758289284,0.002691548537591961,0.8660254037844386,0.5000000000000001
Sukabumi,2,24.34,88.45,74.69,27.8,260.9,0.7571,1,sukabumi,Kota Sukabumi,3450,71.875,0.014492753623188406,0.8660254037844386,0.5000000000000001
Sumedang,2,23.86,90.69,74.09,27.9,298.7,0.7688,1,sumedang,Kabupaten Sumedang,286500,188.23915900131405,0.006980802792321117,0.8660254037844386,0.5000000000000001
Kota Bekasi,2,26.65,85.96,78.27,0.0,249.7,0.3243,1,bekasi,Kabupaten Bekasi,62450,49.01883830455259,0.0008006405124099279,0.8660254037844386,0.5000000000000001
Kota Bekasi,2,26.65,85.96,78.27,0.0,249.7,0.3243,1,bekasi,Kota Bekasi,920,4.380952380952381,0.021739130434782608,0.8660254037844386,0.5000000000000001
Kota Depok,2,26.17,86.86,77.57,36.67,281.9,0.4324,1,depok,Kota Depok,610,3.05,0.01639344262295082,0.8660254037844386,0.5000000000000001
Bandung,3,21.56,89.21,70.06,27.35,248.5,0.735,0,bandung,Kabupaten Bandung,502000,283.9366515837104,0.07569721115537849,1.0,6.123233995736766e-17
Bandung,3,21.56,89.21,70.06,27.35,248.5,0.735,0,bandung,Kota Bandung,2340,13.928571428571429,0.017094017094017096,1.0,6.123233995736766e-17
