kab_kota,bulan,T_celsius,RH_persen,THI,LST_celsius,curah_hujan,NDVI,risk_category,clean_name,nama_wilayah,total_ternak,densitas_ternak,proporsi_sapi_perah,bulan_sin,bulan_cos
Cianjur,1,23.41,89.46,73.2,27.8,245.4,0.7477,1,cianjur,Kabupaten Cianjur,611500,175.7183908045977,0.008176614881439084,0.49999999999999994,0.8660254037844387
Cirebon,1,26.46,86.89,78.06,30.44,345.8,0.5048,1,cirebon,Kabupaten Cirebon,239100,242.9878048780488,0.002091175240485153,0.49999999999999994,0.8660254037844387
Cirebon,1,26.46,86.89,78.06,30.44,345.8,0.5048,1,cirebon,Kota Cirebon,1510,40.810810810810814,0.006622516556291391,0.49999999999999994,0.8660254037844387
Garut,1,22.34,89.24,71.38,27.12,214.7,0.7625,0,garut,Kabupaten Garut,1371800,447.5693311582382,0.018224230937454438,0.49999999999999994,0.8660254037844387
Indramayu,1,26.66,86.97,78.41,30.83,276.4,0.3645,1,indramayu,Kabupaten Indramayu,175600,83.65888518342068,0.0005694760820045558,0.49999999999999994,0.8660254037844387
Karawang,1,26.68,85.63,78.29,29.95,233.9,0.4254,1,karawang,Kabupaten Karawang,107600,65.13317191283294,0.0009293680297397769,0.49999999999999994,0.8660254037844387
Kota Bandung,1,22.7,89.35,71.98,33.28,216.9,0.349,0,bandung,Kabupaten Bandung,502000,283.9366515837104,0.07569721115537849,0.49999999999999994,0.8660254037844387
Kota Bandung,1,22.7,89.35,71.98,33.28,216.9,0.349,0,bandung,Kota Bandung,2340,13.928571428571429,0.017094017094017096,0.49999999999999994,0.8660254037844387
Kota Bogor,1,24.83,87.75,75.43,28.54,341.9,0.5262,1,bogor,Kabupaten Bogor,938360,313.30884808013354,0.008951788226267104,0.49999999999999994,0.8660254037844387
Kota Bogor,1,24.83,87.75,75.43,28.54,341.9,0.5262,1,bogor,Kota Bogor,4600,38.983050847457626,0.021739130434782608,0.49999999999999994,0.8660254037844387
Kota Cirebon,1,25.93,86.92,77.18,34.7,359.0,0.4662,1,cirebon,Kabupaten Cirebon,239100,242.9878048780488,0.002091175240485153,0.49999999999999994,0.8660254037844387
Kota Cirebon,1,25.93,86.92,77.18,34.7,359.0,0.4662,1,cirebon,Kota Cirebon,1510,40.810810810810814,0.006622516556291391,0.49999999999999994,0.8660254037844387
Kota Sukabumi,1,23.01,90.16,72.59,32.14,303.3,0.5305,1,sukabumi,Kabupaten Sukabumi,780220,187.462758289284,0.002691548537591961,0.49999999999999994,0.8660254037844387
Kota Sukabumi,1,23.01,90.16,72.59,32.14,303.3,0.5305,1,sukabumi,Kota Sukabumi,3450,71.875,0.014492753623188406,0.49999999999999994,0.8660254037844387
Kuningan,1,24.53,89.56,75.11,29.44,346.5,0.7149,1,kuningan,Kabupaten Kuningan,388700,347.9856759176365,0.007718034473887317,0.49999999999999994,0.8660254037844387
Majalengka,1,24.62,89.38,75.25,28.42,341.4,0.6165,1,majalengka,Kabupaten Majalengka,290500,241.27906976744185,0.0017211703958691911,0.49999999999999994,0.8660254037844387
Purwakarta,1,25.0,87.71,75.72,29.74,265.9,0.4927,1,purwakarta,Kabupaten Purwakarta,145250,176.06060606060606,0.0010327022375215145,0.49999999999999994,0.8660254037844387
Subang,1,25.58,87.56,76.68,30.29,268.5,0.5054,1,subang,Kabupaten Subang,206200,109.506107275624,0.0009699321047526673,0.49999999999999994,0.8660254037844387
Sukabumi,1,23.95,89.89,74.15,28.31,276.9,0.7571,1,sukabumi,Kabupaten Sukabumi,780220,187.462758289284,0.002691548537591961,0.49999999999999994,0.8660254037844387
Sukabumi,1,23.95,89.89,74.15,28.31,276.9,0.7571,1,sukabumi,Kota Sukabumi,3450,71.875,0.014492753623188406,0.49999999999999994,0.8660254037844387
Sumedang,1,23.8,90.01,73.91,27.67,315.9,0.7052,1,sumedang,Kabupaten Sumedang,286500,188.23915900131405,0.006980802792321117,0.49999999999999994,0.8660254037844387
Kota Bekasi,1,26.62,85.06,78.11,38.68,260.1,0.248,1,bekasi,Kabupaten Bekasi,62450,49.01883830455259,0.0008006405124099279,0.49999999999999994,0.8660254037844387
Kota Bekasi,1,26.62,85.06,78.11,38.68,260.1,0.248,1,bekasi,Kota Bekasi,920,4.380952380952381,0.021739130434782608,0.49999999999999994,0.8660254037844387
Kota Depok,1,26.16,86.05,77.47,37.82,325.1,0.4319,1,depok,Kota Depok,610,3.05,0.01639344262295082,0.49999999999999994,0.8660254037844387
Bandung,2,21.59,89.9,70.14,26.58,267.9,0.7181,0,bandung,Kabupaten Bandung,502000,283.9366515837104,0.07569721115537849,0.8660254037844386,0.5000000000000001
Bandung,2,21.59,89.9,70.14,26.58,267.9,0.7181,0,bandung,Kota Bandung,2340,13.928571428571429,0.017094017094017096,0.8660254037844386,0.5000000000000001
Kota Cimahi,2,22.98,89.66,72.49,35.72,160.9,0.3623,1,cimahi,Kota Cimahi,1140,28.5,0.02631578947368421,0.8660254037844386,0.5000000000000001
Kota Tasikmalaya,2,24.36,89.33,74.8,28.55,315.0,0.6714,1,tasikmalaya,Kabupaten Tasikmalaya,751600,283.5156544700113,0.015965939329430547,0.8660254037844386,0.5000000000000001
Kota Tasikmalaya,2,24.36,89.33,74.8,28.55,315.0,0.6714,1,tasikmalaya,Kota Tasikmalaya,16620,90.32608695652173,0.024067388688327317,0.8660254037844386,0.5000000000000001
Tasikmalaya,2,24.6,88.26,75.1,27.72,256.1,0.8002,1,tasikmalaya,Kabupaten Tasikmalaya,751600,283.5156544700113,0.015965939329430547,0.8660254037844386,0.5000000000000001
Tasikmalaya,2,24.6,88.26,75.1,27.72,256.1,0.8002,1,tasikmalaya,Kota Tasikmalaya,16620,90.32608695652173,0.024067388688327317,0.8660254037844386,0.5000000000000001
Ciamis,2,25.36,87.86,76.34,28.08,288.5,0.7708,1,ciamis,Kabupaten Ciamis,546900,381.64689462665734,0.007313951362223441,0.8660254037844386,0.5000000000000001
Kota Banjar,2,26.3,88.4,77.97,30.08,335.0,0.7299,1,banjar,Kota Banjar,10610,93.0701754385965,0.01885014137606032,0.8660254037844386,0.5000000000000001
Bekasi,2,26.77,86.2,78.51,29.94,235.2,0.4577,1,bekasi,Kabupaten Bekasi,62450,49.01883830455259,0.0008006405124099279,0.8660254037844386,0.5000000000000001
Bekasi,2,26.77,86.2,78.51,29.94,235.2,0.4577,1,bekasi,Kota Bekasi,920,4.380952380952381,0.021739130434782608,0.8660254037844386,0.5000000000000001
Bogor,2,24.39,87.97,74.72,29.3,321.8,0.6867,1,bogor,Kabupaten Bogor,938360,313.30884808013354,0.008951788226267104,0.8660254037844386,0.5000000000000001
Bogor,2,24.39,87.97,74.72,29.3,321.8,0.6867,1,bogor,Kota Bogor,4600,38.983050847457626,0.021739130434782608,0.8660254037844386,0.5000000000000001
Cianjur,2,23.72,88.6,73.66,27.12,271.2,0.7761,1,cianjur,Kabupaten Cianjur,611500,175.7183908045977,0.008176614881439084,0.8660254037844386,0.5000000000000001
Cirebon,2,26.64,86.81,78.37,30.95,260.0,0.584,1,cirebon,Kabupaten Cirebon,239100,242.9878048780488,0.002091175240485153,0.8660254037844386,0.5000000000000001
