kab_kota,bulan,T_celsius,RH_persen,THI,LST_celsius,curah_hujan,NDVI,risk_category,clean_name,nama_wilayah,total_ternak,densitas_ternak,proporsi_sapi_perah,bulan_sin,bulan_cos,risk_pred,risk_proba_severe
Indramayu,6,26.55,82.3,77.67,29.08,145.1,0.5132,1,indramayu,Kabupaten Indramayu,175600,83.65888518342068,0.0005694760820045,1.2246467991473532e-16,-1.0,1,0
Karawang,6,26.45,83.69,77.67,28.36,158.9,0.599,1,karawang,Kabupaten Karawang,107600,65.13317191283294,0.0009293680297397,1.2246467991473532e-16,-1.0,1,0
Kota Bandung,6,22.36,86.67,71.21,28.4,114.6,0.3602,0,bandung,Kabupaten Bandung,502000,283.9366515837104,0.0756972111553784,1.2246467991473532e-16,-1.0,0,0
Kota Bandung,6,22.36,86.67,71.21,28.4,114.6,0.3602,0,bandung,Kota Bandung,2340,13.928571428571429,0.017094017094017,1.2246467991473532e-16,-1.0,0,0
Kota Bogor,6,24.49,86.47,74.73,30.86,299.9,0.513,1,bogor,Kabupaten Bogor,938360,313.30884808013354,0.0089517882262671,1.2246467991473532e-16,-1.0,1,0
Kota Bogor,6,24.49,86.47,74.73,30.86,299.9,0.513,1,bogor,Kota Bogor,4600,38.983050847457626,0.0217391304347826,1.2246467991473532e-16,-1.0,1,0
Kota Cirebon,6,25.94,81.28,76.57,30.85,144.0,0.4724,1,cirebon,Kabupaten Cirebon,239100,242.9878048780488,0.0020911752404851,1.2246467991473532e-16,-1.0,1,0
Kota Cirebon,6,25.94,81.28,76.57,30.85,144.0,0.4724,1,cirebon,Kota Cirebon,1510,40.810810810810814,0.0066225165562913,1.2246467991473532e-16,-1.0,1,0
Kota Sukabumi,6,22.86,87.19,72.07,28.8,194.1,0.5689,1,sukabumi,Kabupaten Sukabumi,780220,187.462758289284,0.0026915485375919,1.2246467991473532e-16,-1.0,1,0
Kota Sukabumi,6,22.86,87.19,72.07,28.8,194.1,0.5689,1,sukabumi,Kota Sukabumi,3450,71.875,0.0144927536231884,1.2246467991473532e-16,-1.0,1,0
Kuningan,6,24.12,86.24,74.1,25.78,165.1,0.7979,1,kuningan,Kabupaten Kuningan,388700,347.9856759176365,0.0077180344738873,1.2246467991473532e-16,-1.0,1,0
Majalengka,6,24.43,85.22,74.51,26.82,136.9,0.7379,1,majalengka,Kabupaten Majalengka,290500,241.27906976744185,0.0017211703958691,1.2246467991473532e-16,-1.0,1,0
Purwakarta,6,24.65,86.15,74.98,26.36,190.8,0.7364,1,purwakarta,Kabupaten Purwakarta,145250,176.06060606060606,0.0010327022375215,1.2246467991473532e-16,-1.0,1,0
Subang,6,25.36,84.53,75.97,27.75,129.3,0.6247,1,subang,Kabupaten Subang,206200,109.506107275624,0.0009699321047526,1.2246467991473532e-16,-1.0,1,0
Sukabumi,6,23.89,87.06,73.8,24.96,220.0,0.8023,1,sukabumi,Kabupaten Sukabumi,780220,187.462758289284,0.0026915485375919,1.2246467991473532e-16,-1.0,1,0
Sukabumi,6,23.89,87.06,73.8,24.96,220.0,0.8023,1,sukabumi,Kota Sukabumi,3450,71.875,0.0144927536231884,1.2246467991473532e-16,-1.0,1,0
Sumedang,6,23.55,85.93,73.12,25.5,151.3,0.7835,1,sumedang,Kabupaten Sumedang,286500,188.23915900131405,0.0069808027923211,1.2246467991473532e-16,-1.0,1,0
Kota Bekasi,6,26.34,83.38,77.45,32.68,139.9,0.3768,1,bekasi,Kabupaten Bekasi,62450,49.01883830455259,0.0008006405124099,1.2246467991473532e-16,-1.0,1,0
Kota Bekasi,6,26.34,83.38,77.45,32.68,139.9,0.3768,1,bekasi,Kota Bekasi,920,4.380952380952381,0.0217391304347826,1.2246467991473532e-16,-1.0,1,0
Kota Depok,6,25.72,85.02,76.62,31.42,206.7,0.4605,1,depok,Kota Depok,610,3.05,0.0163934426229508,1.2246467991473532e-16,-1.0,1,0
Bandung,7,20.86,84.47,68.56,23.51,111.9,0.7382,0,bandung,Kabupaten Bandung,502000,283.9366515837104,0.0756972111553784,-0.4999999999999997,-0.8660254037844388,0,0
Bandung,7,20.86,84.47,68.56,23.51,111.9,0.7382,0,bandung,Kota Bandung,2340,13.928571428571429,0.017094017094017,-0.4999999999999997,-0.8660254037844388,0,0
Kota Cimahi,7,22.46,84.15,71.18,28.72,82.4,0.3251,0,cimahi,Kota Cimahi,1140,28.5,0.0263157894736842,-0.4999999999999997,-0.8660254037844388,0,0
Kota Tasikmalaya,7,22.25,89.42,71.24,24.66,163.6,0.6884,0,tasikmalaya,Kabupaten Tasikmalaya,751600,283.5156544700113,0.0159659393294305,-0.4999999999999997,-0.8660254037844388,0,0
Kota Tasikmalaya,7,22.25,89.42,71.24,24.66,163.6,0.6884,0,tasikmalaya,Kota Tasikmalaya,16620,90.32608695652172,0.0240673886883273,-0.4999999999999997,-0.8660254037844388,0,0
Tasikmalaya,7,22.6,88.1,71.72,23.74,169.4,0.8183,0,tasikmalaya,Kabupaten Tasikmalaya,751600,283.5156544700113,0.0159659393294305,-0.4999999999999997,-0.8660254037844388,0,0
Tasikmalaya,7,22.6,88.1,71.72,23.74,169.4,0.8183,0,tasikmalaya,Kota Tasikmalaya,16620,90.32608695652172,0.0240673886883273,-0.4999999999999997,-0.8660254037844388,0,0
Ciamis,7,23.36,86.61,72.86,24.12,152.0,0.809,1,ciamis,Kabupaten Ciamis,546900,381.6468946266573,0.0073139513622234,-0.4999999999999997,-0.8660254037844388,1,0
Kota Banjar,7,24.2,86.5,74.26,25.83,150.5,0.7342,1,banjar,Kota Banjar,10610,93.0701754385965,0.0188501413760603,-0.4999999999999997,-0.8660254037844388,1,0
Bekasi,7,26.52,79.42,77.28,29.66,147.7,0.4883,1,bekasi,Kabupaten Bekasi,62450,49.01883830455259,0.0008006405124099,-0.4999999999999997,-0.8660254037844388,1,0
Bekasi,7,26.52,79.42,77.28,29.66,147.7,0.4883,1,bekasi,Kota Bekasi,920,4.380952380952381,0.0217391304347826,-0.4999999999999997,-0.8660254037844388,1,0
Bogor,7,23.88,82.95,73.4,26.19,217.3,0.7399,1,bogor,Kabupaten Bogor,938360,313.30884808013354,0.0089517882262671,-0.4999999999999997,-0.8660254037844388,1,0
Bogor,7,23.88,82.95,73.4,26.19,217.3,0.7399,1,bogor,Kota Bogor,4600,38.983050847457626,0.0217391304347826,-0.4999999999999997,-0.8660254037844388,1,0
Cianjur,7,22.71,85.36,71.68,24.54,162.8,0.8012,0,cianjur,Kabupaten Cianjur,611500,175.7183908045977,0.008176614881439,-0.4999999999999997,-0.8660254037844388,0,0
Cirebon,7,26.18,74.99,76.22,28.81,81.7,0.5602,1,cirebon,Kabupaten Cirebon,239100,242.9878048780488,0.0020911752404851,-0.4999999999999997,-0.8660254037844388,1,0
Cirebon,7,26.18,74.99,76.22,28.81,81.7,0.5602,1,cirebon,Kota Cirebon,1510,40.810810810810814,0.0066225165562913,-0.4999999999999997,-0.8660254037844388,1,0
Garut,7,21.22,86.07,69.25,23.22,122.4,0.8085,0,garut,Kabupaten Garut,1371800,447.5693311582382,0.0182242309374544,-0.4999999999999997,-0.8660254037844388,0,0
Indramayu,7,26.62,72.99,76.66,27.98,65.2,0.5587,1,indramayu,Kabupaten Indramayu,175600,83.65888518342068,0.0005694760820045,-0.4999999999999997,-0.8660254037844388,1,0
Karawang,7,26.57,78.67,77.26,28.56,135.2,0.5626,1,karawang,Kabupaten Karawang,107600,65.13317191283294,0.0009293680297397,-0.4999999999999997,-0.8660254037844388,1,0
Kota Bandung,7,22.22,83.14,70.69,28.8,75.9,0.3642,0,bandung,Kabupaten Bandung,502000,283.9366515837104,0.0756972111553784,-0.4999999999999997,-0.8660254037844388,0,0
Kota Bandung,7,22.22,83.14,70.69,28.8,75.9,0.3642,0,bandung,Kota Bandung,2340,13.928571428571429,0.017094017094017,-0.4999999999999997,-0.8660254037844388,0,0
Kota Bogor,7,24.48,82.96,74.36,29.64,265.7,0.5192,1,bogor,Kabupaten Bogor,938360,313.30884808013354,0.0089517882262671,-0.4999999999999997,-0.8660254037844388,1,0
Kota Bogor,7,24.48,82.96,74.36,29.64,265.7,0.5192,1,bogor,Kota Bogor,4600,38.983050847457626,0.0217391304347826,-0.4999999999999997,-0.8660254037844388,1,0
Kota Cirebon,7,25.68,74.66,75.41,30.64,82.5,0.4581,1,cirebon,Kabupaten Cirebon,239100,242.9878048780488,0.0020911752404851,-0.4999999999999997,-0.8660254037844388,1,0
Kota Cirebon,7,25.68,74.66,75.41,30.64,82.5,0.4581,1,cirebon,Kota Cirebon,1510,40.810810810810814,0.0066225165562913,-0.4999999999999997,-0.8660254037844388,1,0
Kota Sukabumi,7,22.48,85.12,71.28,27.52,181.1,0.5667,0,sukabumi,Kabupaten Sukabumi,780220,187.462758289284,0.0026915485375919,-0.4999999999999997,-0.8660254037844388,0,0
Kota Sukabumi,7,22.48,85.12,71.28,27.52,181.1,0.5667,0,sukabumi,Kota Sukabumi,3450,71.875,0.0144927536231884,-0.4999999999999997,-0.8660254037844388,0,0
Kuningan,7,23.52,81.42,72.67,25.12,101.0,0.7738,1,kuningan,Kabupaten Kuningan,388700,347.9856759176365,0.0077180344738873,-0.4999999999999997,-0.8660254037844388,1,0
Majalengka,7,24.16,78.42,73.41,26.23,84.4,0.7171,1,majalengka,Kabupaten Majalengka,290500,241.27906976744185,0.0017211703958691,-0.4999999999999997,-0.8660254037844388,1,0
Purwakarta,7,24.69,81.73,74.59,26.42,155.7,0.7316,1,purwakarta,Kabupaten Purwakarta,145250,176.06060606060606,0.0010327022375215,-0.4999999999999997,-0.8660254037844388,1,0
Subang,7,25.47,77.82,75.43,27.36,85.9,0.6696,1,subang,Kabupaten Subang,206200,109.506107275624,0.0009699321047526,-0.4999999999999997,-0.8660254037844388,1,0
Sukabumi,7,23.38,85.52,72.8,24.75,178.1,0.8021,1,sukabumi,Kabupaten Sukabumi,780220,187.462758289284,0.0026915485375919,-0.4999999999999997,-0.8660254037844388,1,0
Sukabumi,7,23.38,85.52,72.8,24.75,178.1,0.8021,1,sukabumi,Kota Sukabumi,3450,71.875,0.0144927536231884,-0.4999999999999997,-0.8660254037844388,1,0
Sumedang,7,23.4,79.06,72.27,25.55,89.7,0.7765,1,sumedang,Kabupaten Sumedang,286500,188.23915900131405,0.0069808027923211,-0.4999999999999997,-0.8660254037844388,1,0
Kota Bekasi,7,26.39,79.49,77.08,32.08,139.5,0.3685,1,bekasi,Kabupaten Bekasi,62450,49.01883830455259,0.0008006405124099,-0.4999999999999997,-0.8660254037844388,1,0
Kota Bekasi,7,26.39,79.49,77.08,32.08,139.5,0.3685,1,bekasi,Kota Bekasi,920,4.380952380952381,0.0217391304347826,-0.4999999999999997,-0.8660254037844388,1,0
Kota Depok,7,25.76,81.38,76.29,31.39,197.7,0.4535,1,depok,Kota Depok,610,3.05,0.0163934426229508,-0.4999999999999997,-0.8660254037844388,1,0
Bandung,8,20.8,84.65,68.47,23.65,276.1,0.7255,0,bandung,Kabupaten Bandung,502000,283.9366515837104,0.0756972111553784,-0.8660254037844385,-0.5000000000000004,0,0
Bandung,8,20.8,84.65,68.47,23.65,276.1,0.7255,0,bandung,Kota Bandung,2340,13.928571428571429,0.017094017094017,-0.8660254037844385,-0.5000000000000004,0,0
Kota Cimahi,8,22.32,84.53,70.96,28.74,150.9,0.3364,0,cimahi,Kota Cimahi,1140,28.5,0.0263157894736842,-0.8660254037844385,-0.5000000000000004,0,0
Kota Tasikmalaya,8,22.74,88.98,72.03,25.06,343.2,0.6755,1,tasikmalaya,Kabupaten Tasikmalaya,751600,283.5156544700113,0.0159659393294305,-0.8660254037844385,-0.5000000000000004,1,0
Kota Tasikmalaya,8,22.74,88.98,72.03,25.06,343.2,0.6755,1,tasikmalaya,Kota Tasikmalaya,16620,90.32608695652172,0.0240673886883273,-0.8660254037844385,-0.5000000000000004,1,0
Tasikmalaya,8,23.0,88.04,72.38,24.1,291.6,0.8006,1,tasikmalaya,Kabupaten Tasikmalaya,751600,283.5156544700113,0.0159659393294305,-0.8660254037844385,-0.5000000000000004,1,0
Tasikmalaya,8,23.0,88.04,72.38,24.1,291.6,0.8006,1,tasikmalaya,Kota Tasikmalaya,16620,90.32608695652172,0.0240673886883273,-0.8660254037844385,-0.5000000000000004,1,0
Ciamis,8,23.77,87.08,73.59,24.89,327.2,0.8022,1,ciamis,Kabupaten Ciamis,546900,381.6468946266573,0.0073139513622234,-0.8660254037844385,-0.5000000000000004,1,0
Kota Banjar,8,24.63,87.4,75.06,26.34,342.0,0.7405,1,banjar,Kota Banjar,10610,93.0701754385965,0.0188501413760603,-0.8660254037844385,-0.5000000000000004,1,0
Bekasi,8,26.34,80.42,77.11,30.25,203.4,0.5052,1,bekasi,Kabupaten Bekasi,62450,49.01883830455259,0.0008006405124099,-0.8660254037844385,-0.5000000000000004,1,0
Bekasi,8,26.34,80.42,77.11,30.25,203.4,0.5052,1,bekasi,Kota Bekasi,920,4.380952380952381,0.0217391304347826,-0.8660254037844385,-0.5000000000000004,1,0
Bogor,8,23.73,83.74,73.22,26.89,410.1,0.7269,1,bogor,Kabupaten Bogor,938360,313.30884808013354,0.0089517882262671,-0.8660254037844385,-0.5000000000000004,1,0
Bogor,8,23.73,83.74,73.22,26.89,410.1,0.7269,1,bogor,Kota Bogor,4600,38.983050847457626,0.0217391304347826,-0.8660254037844385,-0.5000000000000004,1,0
Cianjur,8,22.72,85.79,71.73,24.78,380.1,0.7798,0,cianjur,Kabupaten Cianjur,611500,175.7183908045977,0.008176614881439,-0.8660254037844385,-0.5000000000000004,0,0
Cirebon,8,26.2,77.7,76.57,29.38,152.1,0.574,1,cirebon,Kabupaten Cirebon,239100,242.9878048780488,0.0020911752404851,-0.8660254037844385,-0.5000000000000004,1,0
Cirebon,8,26.2,77.7,76.57,29.38,152.1,0.574,1,cirebon,Kota Cirebon,1510,40.810810810810814,0.0066225165562913,-0.8660254037844385,-0.5000000000000004,1,0
Garut,8,21.45,85.88,69.63,23.63,224.6,0.7949,0,garut,Kabupaten Garut,1371800,447.5693311582382,0.0182242309374544,-0.8660254037844385,-0.5000000000000004,0,0
Indramayu,8,26.77,74.12,77.03,28.46,115.9,0.6227,1,indramayu,Kabupaten Indramayu,175600,83.65888518342068,0.0005694760820045,-0.8660254037844385,-0.5000000000000004,1,0
Karawang,8,26.37,79.79,77.09,28.82,176.1,0.5241,1,karawang,Kabupaten Karawang,107600,65.13317191283294,0.0009293680297397,-0.8660254037844385,-0.5000000000000004,1,0
Kota Bandung,8,22.09,83.68,70.52,28.52,162.8,0.3636,0,bandung,Kabupaten Bandung,502000,283.9366515837104,0.0756972111553784,-0.8660254037844385,-0.5000000000000004,0,0
Kota Bandung,8,22.09,83.68,70.52,28.52,162.8,0.3636,0,bandung,Kota Bandung,2340,13.928571428571429,0.017094017094017,-0.8660254037844385,-0.5000000000000004,0,0
Kota Bogor,8,24.3,83.96,74.17,30.77,560.9,0.5006,1,bogor,Kabupaten Bogor,938360,313.30884808013354,0.0089517882262671,-0.8660254037844385,-0.5000000000000004,1,0
Kota Bogor,8,24.3,83.96,74.17,30.77,560.9,0.5006,1,bogor,Kota Bogor,4600,38.983050847457626,0.0217391304347826,-0.8660254037844385,-0.5000000000000004,1,0
Kota Cirebon,8,25.66,77.73,75.71,30.15,92.4,0.4454,1,cirebon,Kabupaten Cirebon,239100,242.9878048780488,0.0020911752404851,-0.8660254037844385,-0.5000000000000004,1,0
Kota Cirebon,8,25.66,77.73,75.71,30.15,92.4,0.4454,1,cirebon,Kota Cirebon,1510,40.810810810810814,0.0066225165562913,-0.8660254037844385,-0.5000000000000004,1,0
Kota Sukabumi,8,22.49,84.88,71.27,27.81,380.0,0.5542,0,sukabumi,Kabupaten Sukabumi,780220,187.462758289284,0.0026915485375919,-0.8660254037844385,-0.5000000000000004,0,0
Kota Sukabumi,8,22.49,84.88,71.27,27.81,380.0,0.5542,0,sukabumi,Kota Sukabumi,3450,71.875,0.0144927536231884,-0.8660254037844385,-0.5000000000000004,0,0
Kuningan,8,23.79,82.82,73.23,25.44,270.2,0.7649,1,kuningan,Kabupaten Kuningan,388700,347.9856759176365,0.0077180344738873,-0.8660254037844385,-0.5000000000000004,1,0
Majalengka,8,24.32,79.87,73.81,27.18,143.2,0.6791,1,majalengka,Kabupaten Majalengka,290500,241.27906976744185,0.0017211703958691,-0.8660254037844385,-0.5000000000000004,1,0
Purwakarta,8,24.52,82.52,74.39,26.53,253.7,0.7139,1,purwakarta,Kabupaten Purwakarta,145250,176.06060606060606,0.0010327022375215,-0.8660254037844385,-0.5000000000000004,1,0
Subang,8,25.35,78.91,75.35,27.35,172.2,0.7073,1,subang,Kabupaten Subang,206200,109.506107275624,0.0009699321047526,-0.8660254037844385,-0.5000000000000004,1,0
Sukabumi,8,23.4,85.55,72.83,25.06,336.8,0.7823,1,sukabumi,Kabupaten Sukabumi,780220,187.462758289284,0.0026915485375919,-0.8660254037844385,-0.5000000000000004,1,0
Sukabumi,8,23.4,85.55,72.83,25.06,336.8,0.7823,1,sukabumi,Kota Sukabumi,3450,71.875,0.0144927536231884,-0.8660254037844385,-0.5000000000000004,1,0
Sumedang,8,23.46,80.18,72.46,26.05,187.8,0.7516,1,sumedang,Kabupaten Sumedang,286500,188.23915900131405,0.0069808027923211,-0.8660254037844385,-0.5000000000000004,1,0
Kota Bekasi,8,26.25,80.1,76.92,33.37,224.5,0.3641,1,bekasi,Kabupaten Bekasi,62450,49.01883830455259,0.0008006405124099,-0.8660254037844385,-0.5000000000000004,1,0
Kota Bekasi,8,26.25,80.1,76.92,33.37,224.5,0.3641,1,bekasi,Kota Bekasi,920,4.380952380952381,0.0217391304347826,-0.8660254037844385,-0.5000000000000004,1,0
Kota Depok,8,25.61,81.96,76.1,31.98,341.6,0.4453,1,depok,Kota Depok,610,3.05,0.0163934426229508,-0.8660254037844385,-0.5000000000000004,1,0
Bandung,9,21.3,82.92,69.19,24.2,208.2,0.7131,0,bandung,Kabupaten Bandung,502000,283.9366515837104,0.0756972111553784,-1.0,-1.8369701987210294e-16,0,0
Bandung,9,21.3,82.92,69.19,24.2,208.2,0.7131,0,bandung,Kota Bandung,2340,13.928571428571429,0.017094017094017,-1.0,-1.8369701987210294e-16,0,0
Kota Cimahi,9,22.95,82.31,71.83,31.1,185.7,0.3423,0,cimahi,Kota Cimahi,1140,28.5,0.0263157894736842,-1.0,-1.8369701987210294e-16,0,0
Kota Tasikmalaya,9,22.98,88.82,72.42,26.3,215.7,0.6644,1,tasikmalaya,Kabupaten Tasikmalaya,751600,283.5156544700113,0.0159659393294305,-1.0,-1.8369701987210294e-16,1,0
Kota Tasikmalaya,9,22.98,88.82,72.42,26.3,215.7,0.6644,1,tasikmalaya,Kota Tasikmalaya,16620,90.32608695652172,0.0240673886883273,-1.0,-1.8369701987210294e-16,1,0
Tasikmalaya,9,23.22,88.07,72.75,25.65,258.8,0.8101,1,tasikmalaya,Kabupaten Tasikmalaya,751600,283.5156544700113,0.0159659393294305,-1.0,-1.8369701987210294e-16,1,0
Tasikmalaya,9,23.22,88.07,72.75,25.65,258.8,0.8101,1,tasikmalaya,Kota Tasikmalaya,16620,90.32608695652172,0.0240673886883273,-1.0,-1.8369701987210294e-16,1,0
Ciamis,9,23.94,87.4,73.9,27.0,205.9,0.787,1,ciamis,Kabupaten Ciamis,546900,381.6468946266573,0.0073139513622234,-1.0,-1.8369701987210294e-16,1,0
Kota Banjar,9,24.75,87.82,75.31,29.08,182.7,0.6758,1,banjar,Kota Banjar,10610,93.0701754385965,0.0188501413760603,-1.0,-1.8369701987210294e-16,1,0
Bekasi,9,27.05,78.18,77.97,31.37,129.4,0.5439,1,bekasi,Kabupaten Bekasi,62450,49.01883830455259,0.0008006405124099,-1.0,-1.8369701987210294e-16,1,0
Bekasi,9,27.05,78.18,77.97,31.37,129.4,0.5439,1,bekasi,Kota Bekasi,920,4.380952380952381,0.0217391304347826,-1.0,-1.8369701987210294e-16,1,0
Bogor,9,24.25,82.3,73.92,27.52,451.5,0.7285,1,bogor,Kabupaten Bogor,938360,313.30884808013354,0.0089517882262671,-1.0,-1.8369701987210294e-16,1,0
Bogor,9,24.25,82.3,73.92,27.52,451.5,0.7285,1,bogor,Kota Bogor,4600,38.983050847457626,0.0217391304347826,-1.0,-1.8369701987210294e-16,1,0
Cianjur,9,23.0,85.8,72.19,25.42,309.1,0.7782,1,cianjur,Kabupaten Cianjur,611500,175.7183908045977,0.008176614881439,-1.0,-1.8369701987210294e-16,1,0
Cirebon,9,27.06,73.51,77.4,30.9,70.8,0.6017,1,cirebon,Kabupaten Cirebon,239100,242.9878048780488,0.0020911752404851,-1.0,-1.8369701987210294e-16,1,0
Cirebon,9,27.06,73.51,77.4,30.9,70.8,0.6017,1,cirebon,Kota Cirebon,1510,40.810810810810814,0.0066225165562913,-1.0,-1.8369701987210294e-16,1,0
Garut,9,21.74,85.5,70.09,24.33,158.3,0.7791,0,garut,Kabupaten Garut,1371800,447.5693311582382,0.0182242309374544,-1.0,-1.8369701987210294e-16,0,0
Indramayu,9,27.9,68.38,78.01,29.0,40.0,0.6442,1,indramayu,Kabupaten Indramayu,175600,83.65888518342068,0.0005694760820045,-1.0,-1.8369701987210294e-16,1,0
Karawang,9,27.2,76.62,78.0,30.17,137.9,0.5574,1,karawang,Kabupaten Karawang,107600,65.13317191283294,0.0009293680297397,-1.0,-1.8369701987210294e-16,1,0
Kota Bandung,9,22.78,80.92,71.44,30.14,150.3,0.3665,0,bandung,Kabupaten Bandung,502000,283.9366515837104,0.0756972111553784,-1.0,-1.8369701987210294e-16,0,0
Kota Bandung,9,22.78,80.92,71.44,30.14,150.3,0.3665,0,bandung,Kota Bandung,2340,13.928571428571429,0.017094017094017,-1.0,-1.8369701987210294e-16,0,0
Kota Bogor,9,24.84,82.38,74.91,32.03,648.1,0.4965,1,bogor,Kabupaten Bogor,938360,313.30884808013354,0.0089517882262671,-1.0,-1.8369701987210294e-16,1,0
Kota Bogor,9,24.84,82.38,74.91,32.03,648.1,0.4965,1,bogor,Kota Bogor,4600,38.983050847457626,0.0217391304347826,-1.0,-1.8369701987210294e-16,1,0
Kota Cirebon,9,26.46,73.72,76.5,33.84,74.6,0.4397,1,cirebon,Kabupaten Cirebon,239100,242.9878048780488,0.0020911752404851,-1.0,-1.8369701987210294e-16,1,0
Kota Cirebon,9,26.46,73.72,76.5,33.84,74.6,0.4397,1,cirebon,Kota Cirebon,1510,40.810810810810814,0.0066225165562913,-1.0,-1.8369701987210294e-16,1,0
Kota Sukabumi,9,22.81,85.51,71.86,29.75,382.5,0.5931,0,sukabumi,Kabupaten Sukabumi,780220,187.462758289284,0.0026915485375919,-1.0,-1.8369701987210294e-16,0,0
Kota Sukabumi,9,22.81,85.51,71.86,29.75,382.5,0.5931,0,sukabumi,Kota Sukabumi,3450,71.875,0.0144927536231884,-1.0,-1.8369701987210294e-16,0,0
Kuningan,9,24.31,80.52,73.86,27.02,95.6,0.76,1,kuningan,Kabupaten Kuningan,388700,347.9856759176365,0.0077180344738873,-1.0,-1.8369701987210294e-16,1,0
Majalengka,9,25.25,75.09,74.79,29.06,65.2,0.652,1,majalengka,Kabupaten Majalengka,290500,241.27906976744185,0.0017211703958691,-1.0,-1.8369701987210294e-16,1,0
Purwakarta,9,25.26,79.01,75.22,27.75,235.5,0.7131,1,purwakarta,Kabupaten Purwakarta,145250,176.06060606060606,0.0010327022375215,-1.0,-1.8369701987210294e-16,1,0
Subang,9,26.21,75.22,76.29,28.23,120.4,0.6955,1,subang,Kabupaten Subang,206200,109.506107275624,0.0009699321047526,-1.0,-1.8369701987210294e-16,1,0
Sukabumi,9,23.61,86.54,73.27,25.82,362.0,0.7737,1,sukabumi,Kabupaten Sukabumi,780220,187.462758289284,0.0026915485375919,-1.0,-1.8369701987210294e-16,1,0
Sukabumi,9,23.61,86.54,73.27,25.82,362.0,0.7737,1,sukabumi,Kota Sukabumi,3450,71.875,0.0144927536231884,-1.0,-1.8369701987210294e-16,1,0
Sumedang,9,24.4,75.24,73.47,27.09,90.7,0.7437,1,sumedang,Kabupaten Sumedang,286500,188.23915900131405,0.0069808027923211,-1.0,-1.8369701987210294e-16,1,0
Kota Bekasi,9,26.96,77.74,77.78,35.2,125.5,0.3582,1,bekasi,Kabupaten Bekasi,62450,49.01883830455259,0.0008006405124099,-1.0,-1.8369701987210294e-16,1,0
Kota Bekasi,9,26.96,77.74,77.78,35.2,125.5,0.3582,1,bekasi,Kota Bekasi,920,4.380952380952381,0.0217391304347826,-1.0,-1.8369701987210294e-16,1,0
Kota Depok,9,26.26,79.77,76.9,33.58,308.1,0.4409,1,depok,Kota Depok,610,3.05,0.0163934426229508,-1.0,-1.8369701987210294e-16,1,0
Bandung,10,21.43,85.5,69.58,26.03,300.7,0.7065,0,bandung,Kabupaten Bandung,502000,283.9366515837104,0.0756972111553784,-0.8660254037844386,0.5000000000000001,0,0
Bandung,10,21.43,85.5,69.58,26.03,300.7,0.7065,0,bandung,Kota Bandung,2340,13.928571428571429,0.017094017094017,-0.8660254037844386,0.5000000000000001,0,0
Kota Cimahi,10,23.03,85.31,72.2,32.07,249.1,0.3276,1,cimahi,Kota Cimahi,1140,28.5,0.0263157894736842,-0.8660254037844386,0.5000000000000001,1,0
Kota Tasikmalaya,10,23.49,89.04,73.3,27.83,510.2,0.6721,1,tasikmalaya,Kabupaten Tasikmalaya,751600,283.5156544700113,0.0159659393294305,-0.8660254037844386,0.5000000000000001,1,0
Kota Tasikmalaya,10,23.49,89.04,73.3,27.83,510.2,0.6721,1,tasikmalaya,Kota Tasikmalaya,16620,90.32608695652172,0.0240673886883273,-0.8660254037844386,0.5000000000000001,1,0
Tasikmalaya,10,23.7,88.34,73.58,25.85,595.8,0.7911,1,tasikmalaya,Kabupaten Tasikmalaya,751600,283.5156544700113,0.0159659393294305,-0.8660254037844386,0.5000000000000001,1,0
Tasikmalaya,10,23.7,88.34,73.58,25.85,595.8,0.7911,1,tasikmalaya,Kota Tasikmalaya,16620,90.32608695652172,0.0240673886883273,-0.8660254037844386,0.5000000000000001,1,0
Ciamis,10,24.41,88.02,74.76,26.85,492.0,0.7675,1,ciamis,Kabupaten Ciamis,546900,381.6468946266573,0.0073139513622234,-0.8660254037844386,0.5000000000000001,1,0
Kota Banjar,10,25.28,88.08,76.22,28.73,350.6,0.6676,1,banjar,Kota Banjar,10610,93.0701754385965,0.0188501413760603,-0.8660254037844386,0.5000000000000001,1,0
Bekasi,10,27.01,81.58,78.33,32.02,142.3,0.5291,1,bekasi,Kabupaten Bekasi,62450,49.01883830455259,0.0008006405124099,-0.8660254037844386,0.5000000000000001,1,0
Bekasi,10,27.01,81.58,78.33,32.02,142.3,0.5291,1,bekasi,Kota Bekasi,920,4.380952380952381,0.0217391304347826,-0.8660254037844386,0.5000000000000001,1,0
Bogor,10,24.28,85.14,74.26,28.47,416.1,0.7265,1,bogor,Kabupaten Bogor,938360,313.30884808013354,0.0089517882262671,-0.8660254037844386,0.5000000000000001,1,0
Bogor,10,24.28,85.14,74.26,28.47,416.1,0.7265,1,bogor,Kota Bogor,4600,38.983050847457626,0.0217391304347826,-0.8660254037844386,0.5000000000000001,1,0
Cianjur,10,23.19,87.42,72.65,26.81,409.6,0.7726,1,cianjur,Kabupaten Cianjur,611500,175.7183908045977,0.008176614881439,-0.8660254037844386,0.5000000000000001,1,0
Cirebon,10,27.36,76.01,78.18,31.67,95.3,0.6043,1,cirebon,Kabupaten Cirebon,239100,242.9878048780488,0.0020911752404851,-0.8660254037844386,0.5000000000000001,1,0
Cirebon,10,27.36,76.01,78.18,31.67,95.3,0.6043,1,cirebon,Kota Cirebon,1510,40.810810810810814,0.0066225165562913,-0.8660254037844386,0.5000000000000001,1,0
